IDDOC,LINENO,SP5179,SP8035,SP5180,SP5181,SP5182,SP5183,SP5184,SP5185,SP5186,SP8915,SP8916
"1Q2YG",1,"1","0",3752,413,1404.2,0.0,0.0,0.01,1404.21,0,0
"1PE8H",1,"1B","0",26679,1094,3391.4,0.0,150.0,0.01,3541.41,0,0
"1PE8J",1,"1X","0",29804,911,2641.9,0.0,0.0,0.01,2641.91,0,0
"1PLL4",1,"C","0",81535,1157,3887.52,0.0,0.0,0.01,3887.53,0,0
"1PLL6",1,"44","0",5694,985,2314.75,0.0,1000.0,0.01,3314.76,0,0
"1PLL8",1,"3Z","0",20084,1261,3303.82,0.0,1000.0,0.01,4303.83,0,0
"1QGI3",1,"1K","0",38495,1332,3969.36,241.19,978.95,0.01,5189.51,0,0
"1Q2A8",1,"8","0",59637,979,2241.91,0.0,0.0,0.01,2241.92,0,0
"1PLLA",1,"S","0",33196,1236,3708.0,0.0,0.0,0.01,3708.01,0,0
"1PLLC",1,"X","0",58854,1084,3035.2,0.0,0.0,0.01,3035.21,0,0
"1PLLE",1,"14","0",45875,1150,3450.0,0.0,0.0,0.01,3450.01,0,0
"1PLLG",1,"1O","0",36291,1047,3141.0,0.0,0.0,0.01,3141.01,0,0
"1PLLJ",1,"2C","0",45420,1097,3587.19,0.0,0.0,0.01,3587.2,0,0
"1Q82D",1,"I","0",17007,1442,4037.6,0.0,0.0,0.01,4037.61,0,0
"1PKRO",1,"2Z","0",11285,1098,3184.2,145.0,963.0,0.01,4292.21,0,0
"1PKRR",1,"3Y","0",30526,1398,4054.2,230.0,80.0,0.01,4364.21,0,0
"1PKS0",1,"38","0",6499,809,2427.0,0.0,0.0,0.01,2427.01,0,0
"1PKS3",1,"40","0",6890,1011,3033.0,0.0,0.0,0.01,3033.01,0,0
"1PYZM",1,"J","0",102491,1456,3330.64,0.0,0.0,0.01,3330.65,0,0
"1QGI5",1,"1L","0",34818,1025,2562.5,128.0,0.0,0.01,2690.51,0,0
"1Q631",1,"15","0",23877,1244,2985.6,0.0,1014.45,0.01,4000.06,0,0
"1Q636",1,"Z","0",34552,925,2118.25,0.0,1038.0,0.01,3156.26,0,0
"1Q63N",1,"B","0",64758,650,1508.0,0.0,5.0,0.01,1513.01,0,0
"1Q63U",1,"3I","0",10785,1380,3160.2,233.0,1033.94,0.01,4427.15,0,0
"1Q2AD",1,"1N","0",2585,1663,4390.32,0.0,0.0,0.01,4390.33,0,0
"1Q2AM",1,"2J","0",27302,1147,3601.58,430.45,0.0,0.01,4032.04,0,0
"1Q69Z",1,"4H","0",22331,348,796.92,147.8,0.0,0.01,944.73,0,0
"1Q2HA",1,"4C","0",0,1474,3537.6,0.0,320.0,0.01,3857.61,0,0
"1Q2HL",1,"10","0",52495,1557,4966.83,0.0,0.0,0.01,4966.84,0,0
"1Q2ID",1,"Y","0",11295,1394,3206.2,0.0,1361.2,0.01,4567.41,0,0
"1Q2J9",1,"3D","0",15423,2524,6385.0,0.0,0.0,0.01,6385.01,0,0
"1Q2JB",1,"2Y","0",5726,1359,3669.3,0.0,500.0,0.01,4169.31,0,0
"1Q2JL",1,"Q","0",42242,774,1834.38,0.0,0.0,0.01,1834.39,0,0
"1QJRK",1,"32","0",49104,1585,5617.24,0.0,3.0,0.01,5620.25,0,0
"1QJRP",1,"N","0",30270,1239,2837.31,315.0,60.0,0.01,3212.32,0,0
"1QJRY",1,"2F","0",52823,1130,3390.0,0.0,997.0,0.01,4387.01,0,0
"1QJS4",1,"43","0",5953,1170,2954.25,85.0,0.0,0.01,3039.26,0,0
"1Q2JS",1,"2K","0",31386,1201,2798.33,308.0,0.0,0.01,3106.34,0,0
"1Q2JU",1,"17","0",49818,614,1354.85,0.0,587.33,0.01,1942.19,0,0
"1QQAG",1,"1Y","0",57244,1169,2957.0,0.0,170.0,0.01,3127.01,0,0
"1Q2JY",1,"G","0",31738,919,2573.2,0.0,400.0,0.01,2973.21,0,0
"1QQAL",1,"1Z","0",78766,1128,2790.0,0.0,0.0,0.01,2790.01,0,0
"1Q2K1",1,"2","0",22372,1320,3022.8,0.0,1500.0,0.01,4522.81,0,0
"1QQAO",1,"2B","0",33670,1381,4833.5,0.0,0.0,0.01,4833.51,0,0
"1QQAS",1,"2T","0",28507,877,2183.73,0.0,0.0,0.01,2183.74,0,0
"1Q2K7",1,"1F","0",88956,884,2142.82,0.0,449.17,0.01,2592.0,0,0
"1QQAW",1,"V","0",6905,1505,3120.0,0.0,0.0,0.01,3120.01,0,0
"1QQB3",1,"11","0",16000,1300,3325.26,0.0,0.0,0.01,3325.27,0,0
"1Q2K9",1,"24","0",42871,1236,2561.0,0.0,35.0,0.01,2596.01,0,0
"1QQB5",1,"30","0",61968,1646,3785.8,0.0,0.0,0.01,3785.81,0,0
"1Q2KC",1,"1W","0",43733,1037,2145.0,0.0,35.0,0.01,2180.01,0,0
"1Q2KE",1,"23","0",40039,1004,2299.16,0.0,35.0,0.01,2334.17,0,0
"1QQBR",1,"3H","0",145325,1592,4011.84,0.0,0.0,0.01,4011.85,0,0
"1QQCB",1,"3L","0",42021,1238,3156.9,0.0,0.0,0.01,3156.91,0,0
"1Q2KH",1,"3M","0",10437,1205,2759.45,0.0,30.55,0.01,2790.01,0,0
"1QQEV",1,"41","0",70384,1374,3503.7,0.0,0.0,0.01,3503.71,0,0
"1QQEZ",1,"4E","0",98857,1881,4796.55,0.0,0.0,0.01,4796.56,0,0
"1QQF3",1,"4B","0",0,0,4790.0,0.0,0.0,0.0,4790.0,0,0
"1Q2KQ",1,"3C","0",15384,1402,4556.5,0.0,6.49,0.01,4563.0,0,0
"1Q2KY",1,"46","0",56796,1321,3163.0,0.0,0.0,0.01,3163.01,0,0
"1Q2L4",1,"49","0",2036,948,2170.92,0.0,0.0,0.01,2170.93,0,0
"1Q495",1,"M","0",14108,926,2315.0,0.0,500.0,0.01,2815.01,0,0
"1QJTA",1,"29","0",7830,844,2363.2,0.0,0.0,0.01,2363.21,0,0
"1Q49E",1,"1E","0",56530,1051,2417.3,0.0,1193.7,0.01,3611.01,0,0
"1Q828",1,"9","0",37526,741,2200.77,0.0,100.0,0.01,2300.78,0,0
"1Q82B",1,"39","0",1868,1455,4365.0,0.0,0.0,0.01,4365.01,0,0
"1RP05",1,"K","0",35126,887,2306.2,0.0,0.0,0.01,2306.21,0,0
"1Q9EB",1,"U","0",13866,2062,5835.0,0.0,45.0,0.01,5880.01,0,0
"1Q9EO",1,"7","0",69443,1700,3893.0,227.25,0.0,0.01,4120.26,0,0
"1PKRM",1,"2X","0",10753,666,1618.38,165.62,1000.0,0.01,2784.01,0,0
"1PR5T",1,"T","0",63051,977,2833.0,229.0,183.0,0.01,3245.01,0,0
"1PR7T",1,"1G","0",17616,957,2354.22,0.0,0.0,0.01,2354.23,0,0
"1PR80",1,"F","0",43066,884,2342.6,0.0,0.0,0.01,2342.61,0,0
"1PR83",1,"W","0",35313,1006,2917.4,0.0,179.16,0.01,3096.57,0,0
"1PR89",1,"29","0",6986,776,2172.8,0.0,0.0,0.01,2172.81,0,0
"1PR8Y",1,"O","0",36299,1050,2782.5,308.7,0.0,0.01,3091.21,0,0
"1PVC1",1,"1T","0",39300,1500,4500.0,0.0,0.0,0.01,4500.01,0,0
"1PVC3",1,"1U","0",6177,1023,3000.0,0.0,0.0,0.01,3000.01,0,0
"1PVC9",1,"36","0",10607,911,2277.5,0.0,600.0,0.01,2877.51,0,0
"1PVCC",1,"L","0",30229,1119,2909.4,0.0,0.59,0.01,2910.0,0,0
"1Q2VT",1,"2I","0",107725,1451,3409.85,0.0,54.27,0.01,3464.13,0,0
"1Q2W6",1,"31","0",21305,1617,3799.95,379.99,89.4,0.01,4269.35,0,0
"1Q2WK",1,"19","0",30440,1141,2681.35,176.29,54.4,0.01,2912.05,0,0
"1Q2XD",1,"18","0",25701,2013,4700.0,503.6,54.4,0.01,5258.01,0,0
"1Q2XQ",1,"1C","0",12705,1595,3748.25,374.74,54.4,0.01,4177.4,0,0
"1Q2Y5",1,"1D","0",50992,1004,2526.06,0.0,55.83,0.01,2581.9,0,0
"1Q2YD",1,"3E","0",10128,1167,2742.45,274.19,54.4,0.01,3071.05,0,0
"1Q2YK",1,"1","0",4101,349,1186.6,0.0,0.0,0.01,1186.61,0,0
"1PYZO",1,"H","0",18984,1160,4767.6,0.0,5.0,0.01,4772.61,0,0
"1Q31E",1,"1V","0",53339,855,1957.95,0.0,0.0,0.01,1957.96,0,0
"1QMCE",1,"1R","0",21318,1008,3077.0,0.0,0.0,0.01,3077.01,0,0
"1PZ01",1,"E","0",12112,805,1843.45,0.0,2.28,0.01,1845.74,0,0
"1PZ0I",1,"1P","0",26229,920,2106.8,0.0,500.0,0.01,2606.81,0,0
"1QV5J",1,"1X","0",30801,997,2891.3,0.0,0.0,0.01,2891.31,0,0
"1QIS2",1,"1B","0",27967,1288,3992.8,0.0,150.0,0.01,4142.81,0,0
"1QIS4",1,"C","0",82806,1271,4270.56,0.0,0.0,0.01,4270.57,0,0
"1QISB",1,"44","0",7453,1759,4133.65,0.0,1000.0,0.01,5133.66,0,0
"1QISG",1,"3Z","0",21674,1590,4165.8,0.0,1000.0,0.01,5165.81,0,0
"1QISJ",1,"38","0",7547,1048,3144.0,0.0,0.0,0.01,3144.01,0,0
"1QISM",1,"40","0",8350,1460,4110.0,0.0,0.0,0.01,4110.01,0,0
"1QIT0",1,"1K","0",39950,1455,4335.9,0.0,1664.0,0.01,5999.91,0,0
"1RM17",1,"I","0",18505,1498,4194.4,0.0,0.0,0.01,4194.41,0,0
"1QJSC",1,"S","0",34353,1157,3471.0,0.0,0.0,0.01,3471.01,0,0
"1QJSF",1,"X","0",59927,1073,3219.0,0.0,0.0,0.01,3219.01,0,0
"1QJSJ",1,"14","0",6175,930,3000.0,0.0,500.0,0.01,3500.01,0,0
"1QJSZ",1,"1O","0",37349,1058,3174.0,0.0,0.0,0.01,3174.01,0,0
"1QJT2",1,"2C","0",46534,1114,3342.0,0.0,0.0,0.01,3342.01,0,0
"1RGT8",1,"3Y","0",32314,1788,5185.2,230.0,103.0,0.01,5518.21,0,0
"1RGVD",1,"8","0",61319,1682,3851.78,0.0,0.0,0.01,3851.79,0,0
"1S65F",1,"39","0",3473,1605,4815.0,0.0,0.0,0.01,4815.01,0,0
"1S2TZ",1,"7","0",70489,1409,3226.61,0.0,0.0,0.01,3226.62,0,0
"1S2U3",1,"1Y","0",58413,1169,2957.57,0.0,170.0,0.01,3127.58,0,0
"1RUUF",1,"44","0",9569,1646,3868.1,0.0,1000.0,0.01,4868.11,0,0
"1RUUN",1,"W","0",36424,1111,3221.9,0.0,183.72,0.01,3405.63,0,0
"1RUUT",1,"29","0",7830,844,2363.2,0.0,0.0,0.01,2363.21,0,0
"1RTBL",1,"4C","0",0,1591,3818.4,0.0,406.0,0.01,4224.41,0,0
"1RIQ2",1,"H","0",19753,769,3160.59,0.0,3.49,0.01,3164.09,0,0
"1RXW3",1,"1L","0",35954,1136,2840.0,142.0,0.0,0.01,2982.01,0,0
"1STEU",1,"2B","0",35048,1378,4823.0,0.0,0.0,0.01,4823.01,0,0
"1STEW",1,"V","0",8000,1095,2269.94,0.0,0.0,0.01,2269.95,0,0
"1STEY",1,"1M","0",35986,1559,3897.5,0.0,0.0,0.01,3897.51,0,0
"1STF1",1,"22","0",41911,1268,2624.76,0.0,0.0,0.01,2624.77,0,0
"1STFL",1,"11","0",17200,1200,3069.48,0.0,0.0,0.01,3069.49,0,0
"1STFR",1,"30","0",63609,1641,3774.3,0.0,0.0,0.01,3774.31,0,0
"1STFY",1,"3H","0",146916,1591,4009.32,0.0,0.0,0.01,4009.33,0,0
"1RAUB",1,"1P","0",27216,987,2260.23,0.0,500.0,0.01,2760.24,0,0
"1RAUY",1,"Z","0",35484,932,2134.28,0.0,1038.51,0.01,3172.8,0,0
"1RAVA",1,"3I","0",12220,1435,3286.15,233.58,1034.42,0.01,4554.16,0,0
"1RAVD",1,"3C","0",16983,1599,5196.75,0.0,1.0,0.01,5197.76,0,0
"1RAVY",1,"3D","0",17658,2235,5655.0,0.0,0.0,0.01,5655.01,0,0
"1RAW2",1,"G","0",32737,999,2797.2,0.0,400.0,0.01,3197.21,0,0
"1RAW8",1,"Y","0",12837,1542,3546.6,0.0,1324.4,0.01,4871.01,0,0
"1RAWG",1,"1E","0",57494,964,2203.0,0.0,1000.0,0.01,3203.01,0,0
"1RAXP",1,"2J","0",28504,1202,3774.28,0.0,447.3,0.01,4221.59,0,0
"1RAXU",1,"2K","0",32612,1226,2856.58,0.0,405.42,0.01,3262.01,0,0
"1QV5E",1,"L","0",31494,1265,3289.0,0.0,0.0,0.01,3289.01,0,0
"1REFJ",1,"2Y","0",7123,1397,3771.9,0.0,500.0,0.01,4271.91,0,0
"1RHYC",1,"M","0",15034,926,2315.0,0.0,500.0,0.01,2815.01,0,0
"1RHYN",1,"N","0",31655,1385,3171.65,317.2,98.15,0.01,3587.01,0,0
"1REFU",1,"4H","0",23344,1013,2319.77,232.22,85.0,0.01,2637.0,0,0
"1RHYP",1,"B","0",65460,810,1795.77,0.0,0.0,0.01,1795.78,0,0
"1REFY",1,"Q","0",42954,712,1687.44,0.0,0.0,0.01,1687.45,0,0
"1QV5H",1,"32","0",50697,1593,5647.19,0.0,0.0,0.01,5647.2,0,0
"1RHYU",1,"2T","0",29329,822,2079.66,0.0,0.0,0.01,2079.67,0,0
"1REG5",1,"36","0",11500,893,2232.5,0.0,600.0,0.01,2832.51,0,0
"1RHZ2",1,"3L","0",43471,1450,3697.5,0.0,0.0,0.01,3697.51,0,0
"1RKHE",1,"1G","0",18656,1040,2558.4,0.0,0.0,0.01,2558.41,0,0
"1REG8",1,"1F","0",89942,986,2390.06,0.0,460.0,0.01,2850.07,0,0
"1RHZ6",1,"1","0",4591,490,323.0,0.0,0.0,0.01,323.01,0,0
"1RKHS",1,"2F","0",53967,1144,3432.0,0.0,1182.0,0.01,4614.01,0,0
"1REGB",1,"2","0",23972,1600,3664.0,0.0,1500.0,0.01,5164.01,0,0
"1RKIM",1,"15","0",25157,1280,3216.0,60.0,1000.0,0.01,4276.01,0,0
"1QISP",1,"9","0",38618,1092,3254.16,100.0,0.0,0.01,3354.17,0,0
"1QJSQ",1,"F","0",44041,975,2583.75,0.0,0.0,0.01,2583.76,0,0
"1QJT7",1,"2X","0",11490,737,1790.91,180.0,1000.0,0.01,2970.92,0,0
"1QJTQ",1,"O","0",37448,1149,3044.85,335.65,0.0,0.01,3380.51,0,0
"1QJU4",1,"2Z","0",12613,1328,3851.2,145.0,384.0,0.01,4380.21,0,0
"1QJUK",1,"24","0",44286,1245,2805.0,0.0,42.65,0.01,2847.66,0,0
"1QJUP",1,"1W","0",45169,1400,3206.0,0.0,42.65,0.01,3248.66,0,0
"1QJUR",1,"23","0",41139,1100,2519.0,0.0,42.65,0.01,2561.66,0,0
"1QV63",1,"T","0",63942,891,2583.9,238.0,150.0,0.01,2971.91,0,0
"1STOS",1,"1Z","0",79948,1182,2919.54,0.0,0.0,0.01,2919.55,0,0
"1RP07",1,"K","0",53146,910,2548.0,0.0,511.93,0.01,3059.94,0,0
"1SG8B",1,"1T","0",0,0,5500.0,0.0,0.0,0.0,5500.0,0,0
"1SG8C",1,"1U","0",0,0,4600.0,0.0,0.0,0.01,4600.01,0,0
"1RCQM",1,"3M","0",11988,1551,3551.79,0.0,6.3,0.01,3558.1,0,0
"1RCQU",1,"10","0",54229,1734,5531.46,0.0,0.0,0.01,5531.47,0,0
"1RGRK",1,"J","0",103953,1462,3345.0,0.0,0.0,0.01,3345.01,0,0
"1RGSL",1,"17","0",50395,577,1293.63,0.0,580.36,0.01,1874.0,0,0
"1RGSP",1,"49","0",3529,1493,3418.97,0.0,0.0,0.01,3418.98,0,0
"1QMBG",1,"1A","0",16748,1238,4157.0,0.0,0.0,0.01,4157.01,0,0
"1QQ5C",1,"2I","0",113649,1501,3527.35,0.0,57.82,0.01,3585.18,0,0
"1QQ5H",1,"19","0",31540,1100,2585.0,129.25,56.9,0.01,2771.16,0,0
"1QQ5S",1,"18","0",27896,2195,4700.0,974.07,56.9,0.01,5730.98,0,0
"1QQ62",1,"1C","0",14485,1775,4171.25,417.11,56.9,0.01,4645.27,0,0
"1QQ69",1,"1D","0",52079,1115,2884.2,0.0,56.9,0.01,2941.11,0,0
"1QQ7A",1,"3E","0",11432,1304,3064.4,306.43,56.9,0.01,3427.74,0,0
"1QQ7S",1,"1V","0",54678,999,2287.71,0.0,0.0,0.01,2287.72,0,0
"1QQF1",1,"48","0",0,0,3500.0,0.0,0.0,0.01,3500.01,0,0
"1QQF6",1,"4B","0",0,0,4790.0,0.0,0.0,0.0,4790.0,0,0
"1RGT1",1,"1N","0",4089,1504,3970.56,0.0,0.0,0.01,3970.57,0,0
"1RGT6",1,"E","0",13021,909,2081.61,0.0,0.0,0.01,2081.62,0,0
"1RIQB",1,"3X","0",0,0,2534.0,0.0,0.0,0.0,2534.0,0,0
"1RIQD",1,"48","0",0,0,3500.0,0.0,0.0,0.0,3500.0,0,0
"1STG7",1,"41","0",71919,1535,3914.25,0.0,0.0,0.01,3914.26,0,0
"1RUYZ",1,"1B","0",29280,1313,4070.3,0.0,150.0,0.01,4220.31,0,0
"1RXWQ",1,"1X","0",31679,878,2546.2,0.0,0.0,0.01,2546.21,0,0
"1RV1M",1,"38","0",8533,986,2958.0,0.0,0.0,0.01,2958.01,0,0
"1RV1Y",1,"40","0",9628,1368,4104.0,0.0,0.0,0.01,4104.01,0,0
"1S9WK",1,"1K","0",41364,1414,4213.72,0.0,1108.28,0.01,5322.01,0,0
"1S2U7",1,"7","0",70800,311,575.78,0.0,0.0,0.01,575.79,0,0
"1S2UD",1,"8","0",62267,948,2170.92,0.0,409.85,0.01,2580.78,0,0
"1SC7F",1,"I","0",19974,1469,4113.2,0.0,0.0,0.01,4113.21,0,0
"1RUZ3",1,"C","0",82354,819,2751.84,3.0,1000.0,0.01,3754.85,0,0
"1RUZC",1,"S","0",35557,1204,3612.0,0.0,0.0,0.01,3612.01,0,0
"1RUZE",1,"X","0",61034,1107,3321.0,0.0,0.0,0.01,3321.01,0,0
"1RUZP",1,"1O","0",38460,1111,3333.0,0.0,0.0,0.01,3333.01,0,0
"1RUZU",1,"2C","0",47516,982,2946.0,0.0,0.0,0.01,2946.01,0,0
"1RV00",1,"2Z","0",13651,1038,3010.2,0.0,0.0,0.01,3010.21,0,0
"1RV03",1,"3Z","0",22728,1054,2761.48,0.0,1000.0,0.01,3761.49,0,0
"1SG7X",1,"3Y","0",33607,1293,3749.7,230.0,80.0,0.01,4059.71,0,0
"1SG85",1,"K","0",53372,226,587.6,0.0,862.0,0.01,1449.61,0,0
"1S2U1",1,"1A","0",17567,819,2743.65,0.0,2.0,0.01,2745.66,0,0
"1S2U9",1,"J","0",105465,1512,3462.48,0.0,0.0,0.01,3462.49,0,0
"1S2UB",1,"E","0",13858,837,1916.73,0.0,0.0,0.01,1916.74,0,0
"1S2X0",1,"10","0",55416,1187,3786.53,0.0,0.0,0.01,3786.54,0,0
"1S2XF",1,"Y","0",14225,1388,3192.4,0.0,1168.6,0.01,4361.01,0,0
"1S2Y1",1,"3D","0",21381,2244,5677.0,0.0,0.0,0.01,5677.01,0,0
"1S30E",1,"M","0",15821,787,1967.5,0.0,500.0,0.01,2467.51,0,0
"1S30H",1,"3M","0",13601,1613,3693.77,0.0,37.0,0.01,3730.78,0,0
"1RZPB",1,"B","0",66100,640,1696.0,0.0,3.0,0.01,1699.01,0,0
"1RZPD",1,"G","0",33503,766,2144.8,0.0,0.0,0.01,2144.81,0,0
"1RZPF",1,"2J","0",28559,1202,3774.28,377.4,70.0,0.01,4221.69,0,0
"1RZPH",1,"2K","0",32647,1261,2938.13,323.87,0.0,0.01,3262.01,0,0
"1RZPL",1,"3C","0",16981,1597,5190.25,0.0,0.0,0.01,5190.26,0,0
"1RURN",1,"L","0",32474,980,2548.0,0.0,0.0,0.01,2548.01,0,0
"1RURR",1,"T","0",64783,841,2438.9,0.0,375.1,0.01,2814.01,0,0
"1RUUJ",1,"F","0",44915,874,2316.1,0.0,0.0,0.01,2316.11,0,0
"1RUUP",1,"W","0",37310,886,2569.4,0.0,177.6,0.01,2747.01,0,0
"1RUUU",1,"29","0",8798,968,2710.4,0.0,0.0,0.01,2710.41,0,0
"1RUUY",1,"O","0",38522,1074,2846.1,0.0,0.0,0.01,2846.11,0,0
"1RUZ8",1,"32","0",51819,1122,3977.49,0.0,0.0,0.01,3977.5,0,0
"1RUZI",1,"1G","0",19617,961,2364.06,0.0,0.0,0.01,2364.07,0,0
"1RUZX",1,"2","0",25229,1257,2878.53,0.0,0.0,0.01,2878.54,0,0
"1S65H",1,"39","0",4877,1404,4212.0,0.0,0.0,0.01,4212.01,0,0
"1S65R",1,"15","0",26186,1029,2446.0,54.0,1000.0,0.01,3500.01,0,0
"1RV23",1,"49","0",4826,1297,2970.13,0.0,0.0,0.01,2970.14,0,0
"1RXED",1,"N","0",32770,1115,2553.35,255.33,89.0,0.01,2897.69,0,0
"1RXEJ",1,"2Y","0",8289,1166,3148.2,0.0,500.0,0.01,3648.21,0,0
"1RXEM",1,"Q","0",43694,740,1753.8,0.0,0.0,0.01,1753.81,0,0
"1RXJU",1,"4H","0",24177,833,1907.57,190.75,86.67,0.01,2185.0,0,0
"1RXK0",1,"4B","0",20931,1224,3935.16,0.0,0.0,0.01,3935.17,0,0
"1RXW5",1,"1L","0",36798,844,2110.0,106.0,0.0,0.01,2216.01,0,0
"1RXWS",1,"1N","0",5516,1427,3852.9,0.0,0.0,0.01,3852.91,0,0
"1RXWW",1,"1P","0",28106,890,2038.1,0.0,500.0,0.01,2538.11,0,0
"1STF3",1,"22","0",43302,1391,2879.37,0.0,0.0,0.01,2879.38,0,0
"1S9WH",1,"9","0",39647,1029,3076.71,0.0,100.0,0.01,3176.72,0,0
"1S9WS",1,"17","0",51010,615,1353.0,0.0,602.0,0.01,1955.01,0,0
"1STOU",1,"2B","0",36216,1168,4088.0,0.0,0.0,0.01,4088.01,0,0
"1STPE",1,"V","0",8950,950,1969.35,0.0,0.0,0.01,1969.36,0,0
"1STPG",1,"11","0",18300,1100,2813.8,0.0,0.0,0.01,2813.81,0,0
"1STPM",1,"30","0",64728,1119,2584.88,0.0,0.0,0.01,2584.89,0,0
"1STPU",1,"3H","0",148407,1491,3757.32,0.0,0.0,0.01,3757.33,0,0
"1SG8F",1,"1T","0",0,0,5100.0,0.0,0.0,0.0,5100.0,0,0
"1SG8H",1,"1U","0",0,0,4700.0,0.0,0.0,0.0,4700.0,0,0
"1S6JD",1,"Z","0",36170,686,1570.94,0.0,1032.88,0.01,2603.83,0,0
"1S6JL",1,"3I","0",13526,1306,2990.74,192.36,1031.83,0.01,4214.94,0,0
"1S6JQ",1,"36","0",12425,925,2312.5,0.0,0.0,0.01,2312.51,0,0
"1S6JX",1,"1E","0",58281,787,1615.19,0.0,1000.0,0.01,2615.2,0,0
"1SS9A",1,"4C","0",1904,1853,4447.2,0.0,449.0,0.01,4896.21,0,0
"1S5PN",1,"2I","0",117539,1385,3254.75,0.0,0.0,0.01,3254.76,0,0
"1S5PU",1,"19","0",33840,1980,4653.0,0.0,0.0,0.01,4653.01,0,0
"1S5Q3",1,"18","0",30442,2546,4700.0,1881.4,0.0,0.01,6581.41,0,0
"1S5QC",1,"1C","0",16534,2049,4700.0,1316.0,0.0,0.01,6016.01,0,0
"1S5QF",1,"1D","0",53124,1045,2703.1,0.0,0.0,0.01,2703.11,0,0
"1S5QH",1,"3E","0",12871,1439,3381.65,338.34,0.0,0.01,3720.0,0,0
"1S5QM",1,"4K","0",430,420,961.8,72.2,0.0,0.01,1034.01,0,0
"1S5RC",1,"1V","0",55640,962,2202.98,0.0,0.0,0.01,2202.99,0,0
"1TPZ6",1,"2T","0",30752,605,1530.65,0.0,0.0,0.01,1530.66,0,0
"1TQ16",1,"41","0",74211,1177,3001.35,0.0,0.0,0.01,3001.36,0,0
"1STQ2",1,"41","0",73034,1115,2843.25,0.0,0.0,0.01,2843.26,0,0
"1SC7B",1,"48","0",7666,1500,3450.0,0.0,50.0,0.01,3500.01,0,0
"1SJPN",1,"1B","0",30166,886,2746.6,0.0,150.0,0.01,2896.61,0,0
"1SJQK",1,"1X","0",32241,562,1629.8,0.0,0.0,0.01,1629.81,0,0
"1SLAH",1,"40","0",10635,1007,3021.0,0.0,0.0,0.01,3021.01,0,0
"1SLAZ",1,"38","0",5509,632,1896.0,0.0,0.0,0.01,1896.01,0,0
"1TFLI",1,"C","0",82775,421,1414.56,0.0,0.0,0.01,1414.57,0,0
"1T2HT",1,"K","0",53422,50,130.0,0.0,2712.0,0.01,2842.01,0,0
"1TUTD",1,"8","0",63421,1154,2642.66,0.0,0.0,0.01,2642.67,0,0
"1TUTH",1,"7","0",967,967,2214.43,99.62,0.0,0.01,2314.06,0,0
"1SC7G",1,"I","0",20979,1005,2814.0,0.0,0.0,0.01,2814.01,0,0
"1SL3J",1,"1O","0",39184,724,2172.0,0.0,0.0,0.01,2172.01,0,0
"1SL3S",1,"2C","0",48256,740,2220.0,0.0,0.0,0.01,2220.01,0,0
"1TIFL",1,"3Z","0",23756,1028,2693.36,0.0,1000.0,0.01,3693.37,0,0
"1SJSX",1,"4G","0",14548,1487,4162.11,0.0,500.89,0.01,4663.01,0,0
"1RXWU",1,"14","0",68073,1499,4497.0,0.0,500.0,0.01,4997.01,0,0
"1SL6Z",1,"2Z","0",14579,928,2691.2,145.0,364.0,0.01,3200.21,0,0
"1SJQF",1,"S","0",36542,888,2664.0,0.0,0.0,0.01,2664.01,0,0
"1SJQW",1,"X","0",61862,828,2484.0,0.0,0.0,0.01,2484.01,0,0
"1SLAK",1,"3Y","0",34531,924,2679.0,231.0,358.0,0.01,3268.01,0,0
"1SJT2",1,"2P","0",18362,704,2112.0,0.0,0.0,0.01,2112.01,0,0
"1SMJX",1,"4B","0",21177,246,2830.0,0.0,28.3,0.01,2858.31,0,0
"1T1OW",1,"2F","0",54973,1006,3018.0,0.0,895.0,0.01,3913.01,0,0
"1T2FG",1,"L","0",33191,717,1864.2,0.0,0.0,0.01,1864.21,0,0
"1T2FM",1,"1E","0",58923,642,1476.6,14.79,642.0,0.01,2133.4,0,0
"1T2FU",1,"32","0",52954,1135,4023.58,0.0,0.0,0.01,4023.59,0,0
"1T2GM",1,"J","0",106301,836,1923.64,0.0,53.31,0.01,1976.96,0,0
"1T2H1",1,"H","0",20474,749,3078.39,0.0,74.9,0.01,3153.3,0,0
"1T2H8",1,"1N","0",6711,1195,3226.5,0.0,0.0,0.01,3226.51,0,0
"1T2I5",1,"E","0",14320,462,1063.11,0.0,1.72,0.01,1064.84,0,0
"1T65A",1,"Z","0",36614,444,1026.0,0.0,1027.43,0.01,2053.44,0,0
"1T65F",1,"3I","0",14581,1055,2437.05,155.68,1025.0,0.01,3617.74,0,0
"1T65K",1,"2F","0",55721,748,2244.0,0.0,956.0,0.01,3200.01,0,0
"1T65M",1,"10","0",56093,677,2159.63,0.0,0.0,0.01,2159.64,0,0
"1T664",1,"1A","0",18302,1092,3658.2,0.0,0.0,0.01,3658.21,0,0
"1T667",1,"2Y","0",9173,884,2386.8,0.0,500.0,0.01,2886.81,0,0
"1T66A",1,"Q","0",44161,381,876.3,0.0,0.0,0.01,876.31,0,0
"1T66D",1,"Y","0",15310,1085,2506.35,0.0,1248.65,0.01,3755.01,0,0
"1SL1D",1,"1G","0",20215,598,1471.08,0.0,0.0,0.01,1471.09,0,0
"1TIDE",1,"1P","0",28887,781,1788.49,0.0,500.0,0.01,2288.5,0,0
"1TIDM",1,"3D","0",23595,2214,5601.42,0.0,0.0,0.01,5601.43,0,0
