IDDOC,SP5177,SP5178,SP5227,SP5228,SP5229,SP5179,SP5180,SP5181,SP5182,SP5183,SP5184,SP5185,SP5186,SP8915,SP8916,SP212
"JTAX","1","","2017-05-31","41E","2017-05-01","0",72929,546,1336.61,0.0,0.0,0.01,1336.62,0,0,"0     0"
"KFLS","1","","2017-05-25","41E","2017-05-01","0",18695,0,0.0,0.0,0.0,0.01,0.01,0,0,"0     0"
"JTB0","1","","2017-05-31","41E","2017-05-01","0",14624,1636,3402.88,0.0,0.0,0.01,3402.89,0,0,"0     0"
"LTB5","1","","2017-05-20","41E","2017-05-01","0",1551,1061,2100.78,175.0,0.0,0.01,2275.79,0,0,"0     0"
"KEF0","1","","2017-05-24","41E","2017-05-01","0",78230,365,657.0,0.0,14.0,0.01,671.01,0,0,"0     0"
"LTB7","1","","2017-05-20","41E","2017-05-01","0",15289,561,1168.0,0.0,0.0,0.01,1168.01,0,0,"0     0"
"LTB8","1","","2017-05-20","41E","2017-05-01","0",3420,1361,2694.78,225.0,0.0,0.01,2919.79,0,0,"0     0"
"KFLZ","1","","2017-05-25","41E","2017-05-01","0",67039,0,0.0,0.0,0.0,0.01,0.01,0,0,"0     0"
"LTBB","1","","2017-05-20","41E","2017-05-01","0",26073,754,1492.92,0.0,0.0,0.01,1492.93,0,0,"0     0"
"JZFO","1","Ленинградская - май","2017-05-22","41E","2017-05-01","0",156278,399,754.11,0.0,0.0,0.01,754.12,0,0,"0     0"
"KB93","1","254.7 - перерасчет","2017-05-20","41E","2017-05-01","0",37610,510,979.2,0.0,254.7,0.01,1233.91,0,0,"0     0"
"JW1N","1","Фантазия - май","2017-05-25","41E","2017-05-01","0",23340,687,1992.3,0.0,22.0,150.0,2164.3,0,0,"0     0"
"QL2J","1","","2017-05-25","41E","2017-05-01","0",21704,837,2008.8,0.0,0.0,0.01,2008.81,0,0,"0     0"
"JZG7","1","Рулон - май","2017-05-22","41E","2017-05-01","0",89230,570,1077.3,0.0,0.0,0.01,1077.31,0,0,"0     0"
"JZIF","1","Новоорловская - май","2017-05-24","41E","2017-05-01","0",34134,574,861.0,0.0,0.0,0.01,861.01,0,0,"0     0"
"JZIW","1","Рабочая - май","2017-05-24","41E","2017-05-01","0",31783,551,1305.87,0.0,0.0,500.0,1805.87,0,0,"0     0"
"KWMN","1","За май счет не выставлял. Был в отъезде","2017-05-29","41E","2017-05-01","0",35430,606,1175.64,0.0,0.0,0.01,1175.65,0,0,"0     0"
"L22O","1","","2017-05-31","41E","2017-05-01","0",4454,0,0.0,0.0,0.0,500.0,500.0,0,0,"0     0"
"L23V","1","","2017-05-24","41E","2017-05-01","0",27749,0,0.0,0.0,0.0,100.0,100.0,0,0,"0     0"
"ICZU","1","","2017-05-21","41E","2017-05-01","0",30715,683,1536.75,0.0,0.0,0.01,1536.76,0,0,"0     0"
"K3QN","1","","2017-05-20","41E","2017-05-01","0",53807,503,1131.75,0.0,0.0,0.01,1131.76,0,0,"0     0"
"IQ5M","1","","2017-05-25","41E","2017-05-01","0",15044,349,698.0,0.0,0.0,500.0,1198.0,0,0,"0     0"
"K3QS","1","","2017-05-26","41E","2017-05-01","0",31493,721,1730.4,0.0,0.0,500.0,2230.4,0,0,"0     0"
"K3QV","1","","2017-05-19","41E","2017-05-01","0",23701,761,1712.25,196.0,0.0,0.01,1908.26,0,0,"0     0"
"K3QY","1","","2017-05-31","41E","2017-05-01","0",14025,832,2288.0,0.0,3.0,250.0,2541.0,0,0,"0     0"
"K3R0","1","","2017-05-31","41E","2017-05-01","0",17371,925,1850.0,148.0,1.0,0.01,1999.01,0,0,"0     0"
"SZWW","1","","2017-05-31","41E","2017-05-01","0",18695,434,1028.58,0.0,0.0,0.01,1028.59,0,0,"0     0"
"K7V1","1","","2017-06-15","41E","2017-05-01","0",7079,730,1795.0,0.0,0.0,0.01,1795.01,0,0,"0     0"
"KAWY","1","","2017-06-10","41E","2017-05-01","0",3818,1182,2718.6,0.0,0.0,0.01,2718.61,0,0,"0     0"
"K7V8","1","","2017-06-12","41E","2017-05-01","0",3044,540,1134.0,101.0,0.0,1000.0,2235.0,0,0,"0     0"
"KAXK","1","","2017-06-07","41E","2017-05-01","0",39897,765,2218.5,0.0,0.0,0.01,2218.51,0,0,"0     0"
"KAXW","1","","2017-06-10","41E","2017-05-01","0",19914,622,1803.8,0.0,0.0,0.01,1803.81,0,0,"0     0"
"JW17","1","","2017-06-05","41E","2017-05-01","0",27028,835,2087.5,0.0,2.5,0.01,2090.01,0,0,"0     0"
"KAZA","1","","2017-06-10","41E","2017-05-01","0",13214,1078,3072.3,0.0,0.0,150.0,3222.3,0,0,"0     0"
"KB0C","1","","2017-06-05","41E","2017-05-01","0",10744,676,1622.4,0.0,0.0,0.01,1622.41,0,0,"0     0"
"KB0X","1","","2017-06-05","41E","2017-05-01","0",4978,593,1690.05,0.0,0.0,0.01,1690.06,0,0,"0     0"
"KB1T","1","","2017-06-05","41E","2017-05-01","0",7823,553,1216.6,168.0,0.0,0.01,1384.61,0,0,"0     0"
"KBNL","1","","2017-06-10","41E","2017-05-01","0",28256,796,1512.4,0.0,0.0,0.01,1512.41,0,0,"0     0"
"KBNP","1","","2017-06-10","41E","2017-05-01","0",28684,1010,1919.0,0.0,0.0,0.01,1919.01,0,0,"0     0"
"KB25","1","","2017-06-05","41E","2017-05-01","0",19945,937,2342.5,0.0,0.0,0.01,2342.51,0,0,"0     0"
"KBNQ","1","","2017-06-10","41E","2017-05-01","0",30798,783,1487.7,0.0,0.0,0.01,1487.71,0,0,"0     0"
"KB27","1","","2017-06-05","41E","2017-05-01","0",46449,886,2126.4,0.0,0.0,0.01,2126.41,0,0,"0     0"
"KB2B","1","","2017-06-05","41E","2017-05-01","0",38505,889,2222.5,0.0,0.0,0.01,2222.51,0,0,"0     0"
"KB2G","1","","2017-06-05","41E","2017-05-01","0",35064,785,2119.5,0.0,0.0,0.01,2119.51,0,0,"0     0"
"KEFY","1","","2017-06-10","41E","2017-05-01","0",32666,550,1100.0,10.0,11.0,500.0,1621.0,0,0,"0     0"
"L886","1","","2017-06-05","41E","2017-05-01","0",40513,616,1786.4,0.0,0.0,0.01,1786.41,0,0,"0     0"
"L7P5","1","","2017-06-10","41E","2017-05-01","0",32484,819,1547.91,114.0,0.0,0.01,1661.92,0,0,"0     0"
"L7P7","1","","2017-06-10","41E","2017-05-01","0",47614,967,1827.63,0.0,0.0,0.01,1827.64,0,0,"0     0"
"K7UY","1","","2017-06-28","41E","2017-06-01","0",11423,1213,2498.78,87.0,0.0,1000.0,3585.78,0,0,"0     0"
"KAY3","1","","2017-06-24","41E","2017-06-01","0",33566,942,2260.8,0.0,0.0,0.01,2260.81,0,0,"0     0"
"KAYC","1","","2017-06-27","41E","2017-06-01","0",66904,648,2203.2,0.0,0.0,0.01,2203.21,0,0,"0     0"
"KAYP","1","","2017-06-27","41E","2017-06-01","0",35826,1003,3556.64,0.0,0.0,0.01,3556.65,0,0,"0     0"
"KAZ3","1","","2017-06-27","41E","2017-06-01","0",8545,984,3424.32,0.0,68.0,0.01,3492.33,0,0,"0     0"
"KBMC","1","","2017-06-20","41E","2017-06-01","0",38380,1210,2420.0,0.0,157.33,0.01,2577.34,0,0,"0     0"
"LE36","1","","2017-06-30","41E","2017-06-01","0",44931,991,1901.63,0.0,1046.0,0.01,2947.64,0,0,"0     0"
"KFJ9","1","","2017-06-25","41E","2017-06-01","0",42674,460,1019.36,0.0,10.1,0.01,1029.47,0,0,"0     0"
"KFJC","1","","2017-06-25","41E","2017-06-01","0",44220,1607,3246.14,0.0,0.0,0.01,3246.15,0,0,"0     0"
"KFJF","1","","2017-06-25","41E","2017-06-01","0",43673,1065,2247.15,0.0,20.0,0.01,2267.16,0,0,"0     0"
"LE3T","1","","2017-06-30","41E","2017-06-01","0",18402,1031,2062.0,0.0,0.0,250.0,2312.0,0,0,"0     0"
"KBNB","1","","2017-06-23","41E","2017-06-01","0",56210,720,1440.0,0.0,94.0,0.01,1534.01,0,0,"0     0"
"KUT3","1","","2017-06-25","41E","2017-06-01","0",35106,972,1458.0,0.0,0.0,0.01,1458.01,0,0,"0     0"
"KFJM","1","","2017-06-25","41E","2017-06-01","0",1878,930,1932.54,0.0,0.0,0.01,1932.55,0,0,"0     0"
"KFJO","1","","2017-06-25","41E","2017-06-01","0",16673,2049,4160.0,0.0,102.0,0.01,4262.01,0,0,"0     0"
"KFJQ","1","","2017-06-25","41E","2017-06-01","0",30787,1177,2354.0,0.0,0.0,0.01,2354.01,0,0,"0     0"
"KFK1","1","","2017-06-25","41E","2017-06-01","0",21575,1114,3453.4,0.0,0.0,0.01,3453.41,0,0,"0     0"
"L80E","1","","2017-06-22","41E","2017-06-01","0",52763,713,2067.7,142.0,0.0,0.01,2209.71,0,0,"0     0"
"LE4B","1","750 - АРЕНДА за квартал","2017-06-30","41E","2017-06-01","0",18402,1031,2062.0,0.0,750.0,0.01,2812.01,0,0,"0     0"
"L80L","1","","2017-06-24","41E","2017-06-01","0",24207,867,2514.3,0.0,27.0,150.0,2691.3,0,0,"0     0"
"KUTM","1","","2017-06-30","41E","2017-06-01","0",12300,1064,3032.4,0.0,0.0,0.01,3032.41,0,0,"0     0"
"KFKF","1","","2017-06-25","41E","2017-06-01","0",73712,793,1941.26,0.0,19.16,0.01,1960.43,0,0,"0     0"
"LE4F","1","750 - Аренда за квартал","2017-06-30","41E","2017-06-01","0",15087,1062,2920.5,0.0,750.0,0.01,3670.51,0,0,"0     0"
"KUU1","1","","2017-06-25","41E","2017-06-01","0",357,0,0.0,0.0,0.0,500.0,500.0,0,0,"0     0"
"L80X","1","реактивная +банк","2017-06-30","41E","2017-06-01","0",24779,803,1549.79,0.0,33.0,0.01,1582.8,0,0,"0     0"
"KFLT","1","","2017-06-25","41E","2017-06-01","0",19334,639,1354.68,0.0,0.0,0.01,1354.69,0,0,"0     0"
"KFLW","1","","2017-06-22","41E","2017-05-01","0",9125,752,1530.32,0.0,0.0,0.01,1530.33,0,0,"0     0"
"KFLX","1","","2017-06-22","41E","2017-06-01","0",10061,936,1904.76,0.0,36.11,0.01,1940.88,0,0,"0     0"
"KEF2","1","","2017-06-24","41E","2017-06-01","0",78870,640,1152.0,0.0,112.0,0.01,1264.01,0,0,"0     0"
"KFM3","1","","2017-06-25","41E","2017-06-01","0",67921,882,1829.27,5.75,0.0,0.1,1835.12,0,0,"0     0"
"LTBH","1","","2017-06-20","41E","2017-06-01","0",47335,1033,2150.71,0.0,0.0,0.01,2150.72,0,0,"0     0"
"LTBJ","1","","2017-06-20","41E","2017-06-01","0",3232,1681,3328.38,296.0,0.0,0.01,3624.39,0,0,"0     0"
"LTBP","1","","2017-06-20","41E","2017-06-01","0",5231,1811,3585.78,318.0,0.0,0.01,3903.79,0,0,"0     0"
"MH08","1","","2017-06-23","41E","2017-06-01","0",24724,1023,2301.75,262.0,0.0,0.01,2563.76,0,0,"0     0"
"LTBU","1","","2017-06-20","41E","2017-06-01","0",16026,666,1386.61,0.0,0.0,0.01,1386.62,0,0,"0     0"
"LTBX","1","","2017-06-20","41E","2017-06-01","0",30463,1237,2449.26,0.0,0.0,0.01,2449.27,0,0,"0     0"
"L85T","1","","2017-06-27","41E","2017-06-01","0",41444,974,2668.76,0.0,68.0,0.01,2736.77,0,0,"0     0"
"LTFO","1","","2017-06-20","41E","2017-06-01","0",38575,969,1860.48,0.0,0.0,0.01,1860.49,0,0,"0     0"
"QL2L","1","","2017-06-23","41E","2017-06-01","0",22725,1021,2450.4,0.0,0.0,0.01,2450.41,0,0,"0     0"
"LE7M","1","","2017-06-23","41E","2017-06-01","0",8830,800,1680.0,0.0,0.0,1000.0,2680.0,0,0,"0     0"
"L242","1","","2017-06-23","41E","2017-06-01","0",29194,1056,2904.0,0.0,0.0,100.0,3004.0,0,0,"0     0"
"NTS2","1","","2017-06-23","41E","2017-06-01","0",18086,1054,2055.3,195.0,48.0,0.01,2298.31,0,0,"0     0"
"L22I","1","","2017-06-27","41E","2017-06-01","0",32578,795,1884.15,0.0,0.0,500.0,2384.15,0,0,"0     0"
"L22N","1","","2017-06-30","41E","2017-06-01","0",4900,446,1115.0,0.0,0.0,500.0,1615.0,0,0,"0     0"
"KWMO","1","","2017-06-29","41E","2017-06-01","0",36354,924,1792.56,87.0,695.0,0.01,2574.57,0,0,"0     0"
"KWMU","1","","2017-06-30","41E","2017-06-01","0",4300,0,0.0,0.0,0.0,0.01,0.01,0,0,"0     0"
"K3QJ","1","","2017-06-21","41E","2017-06-01","0",28209,1000,2600.0,0.0,0.0,0.01,2600.01,0,0,"0     0"
"MI6F","1","","2017-06-28","41E","2017-06-01","0",32559,1066,2558.4,0.0,0.0,500.0,3058.4,0,0,"0     0"
"K3QO","1","","2017-06-26","41E","2017-06-01","0",15542,480,960.0,0.0,0.0,500.0,1460.0,0,0,"0     0"
"KWMQ","1","","2017-06-30","41E","2017-06-01","0",20069,722,1530.64,0.0,0.0,0.01,1530.65,0,0,"0     0"
"L7PD","1","","2017-06-23","41E","2017-06-01","0",18762,744,1785.6,0.0,0.0,0.01,1785.61,0,0,"0     0"
"M625","1","+5%","2017-06-23","41E","2017-06-01","0",23529,829,1989.6,26.4,101.0,0.01,2117.01,0,0,"0     0"
"M629","1","","2017-06-23","41E","2017-06-01","0",54656,849,1910.25,0.0,0.0,0.01,1910.26,0,0,"0     0"
"M62D","1","","2017-06-22","41E","2017-06-01","0",31547,832,1872.0,0.0,0.0,0.01,1872.01,0,0,"0     0"
"K7V5","1","","2017-07-03","41E","2017-05-01","0",20475,1638,4258.8,0.0,0.0,0.01,4258.81,0,0,"0     0"
"KAXL","1","","2017-07-08","41E","2017-06-01","0",40513,616,1786.4,178.0,0.0,0.01,1964.41,0,0,"0     0"
"KAXX","1","","2017-07-10","41E","2017-06-01","0",20795,881,2554.9,0.0,0.0,0.01,2554.91,0,0,"0     0"
"KAZG","1","","2017-07-10","41E","2017-06-01","0",14248,1034,2946.9,0.0,0.0,150.0,3096.9,0,0,"0     0"
"KB0J","1","","2017-07-05","41E","2017-06-01","0",11576,830,1992.0,0.0,0.0,0.01,1992.01,0,0,"0     0"
"KB12","1","","2017-07-10","41E","2017-06-01","0",6108,1130,3220.5,0.0,0.0,0.01,3220.51,0,0,"0     0"
"KB1X","1","","2017-07-05","41E","2017-06-01","0",8552,729,1603.8,0.0,0.0,0.01,1603.81,0,0,"0     0"
"KB23","1","","2017-07-05","41E","2017-06-01","0",27977,949,2372.5,0.0,0.0,0.01,2372.51,0,0,"0     0"
"KB26","1","","2017-07-05","41E","2017-06-01","0",20981,1036,2590.0,0.0,0.0,0.01,2590.01,0,0,"0     0"
"KB29","1","","2017-07-05","41E","2017-06-01","0",47483,1034,2274.8,0.0,0.0,0.01,2274.81,0,0,"0     0"
"KBNW","1","","2017-07-10","41E","2017-06-01","0",29970,1191,2262.9,0.0,59.54,0.01,2322.45,0,0,"0     0"
"KB2E","1","","2017-07-05","41E","2017-06-01","0",39384,879,2197.5,0.0,0.0,0.01,2197.51,0,0,"0     0"
"KBNX","1","","2017-07-10","41E","2017-06-01","0",31670,872,1656.8,0.0,102.09,0.01,1758.9,0,0,"0     0"
"KB2M","1","","2017-07-05","41E","2017-06-01","0",36134,1070,2675.0,0.0,0.0,0.01,2675.01,0,0,"0     0"
"KBPG","1","","2017-07-10","41E","2017-06-01","0",29220,964,1831.6,0.0,50.39,0.01,1882.0,0,0,"0     0"
"L828","1","","2017-07-10","41E","2017-06-01","0",21809,1014,2940.6,0.0,0.0,0.01,2940.61,0,0,"0     0"
"L83C","1","","2017-07-10","41E","2017-06-01","0",5120,1302,2994.6,0.0,0.0,0.01,2994.61,0,0,"0     0"
"KEHJ","1","тариф + потери + 1%","2017-07-11","41E","2017-06-01","0",33284,618,1236.0,23.0,0.0,500.0,1759.0,0,0,"0     0"
"L1V3","1","","2017-07-07","41E","2017-06-01","0",15469,0,0.0,0.0,0.0,0.01,0.01,0,0,"0     0"
"MI6P","1","","2017-07-10","41E","2017-11-20","0",3623,579,1215.9,124.0,0.0,1000.0,2339.9,0,0,"0     0"
"L7P4","1","","2017-07-10","41E","2017-06-01","0",33364,880,1663.2,93.0,0.0,0.01,1756.21,0,0,"0     0"
"L7P8","1","","2017-07-10","41E","2017-06-01","0",48581,967,1827.63,0.0,0.0,0.01,1827.64,0,0,"0     0"
"L7PF","1","","2017-07-15","41E","2017-06-01","0",8015,936,2302.56,0.0,0.0,0.01,2302.57,0,0,"0     0"
"L23Z","1","","2017-07-24","41E","2017-07-01","0",30131,913,2510.75,0.0,0.0,100.0,2610.75,0,0,"0     0"
"NTSV","1","","2017-07-25","41E","2017-06-01","0",19198,1112,2168.4,205.0,60.0,0.01,2433.41,0,0,"0     0"
"SZWX","1","","2017-07-30","41E","2017-07-01","0",19334,639,1514.43,0.0,0.0,0.01,1514.44,0,0,"0     0"
"L7PG","1","","2017-07-27","41E","2017-07-01","0",12761,1338,2756.28,168.48,0.0,1000.0,3924.76,0,0,"0     0"
"KXGD","1","","2017-07-31","41E","2017-07-01","0",18589,1916,3985.28,0.0,36.0,0.01,4021.29,0,0,"0     0"
"LE2R","1","","2017-07-30","41E","2017-07-01","0",45946,1015,1947.68,0.0,1044.0,0.01,2991.69,0,0,"0     0"
"LE3O","1","","2017-07-31","41E","2017-07-01","0",19519,1117,2234.0,224.0,0.0,0.01,2458.01,0,0,"0     0"
"KUT2","1","","2017-07-25","41E","2017-07-01","0",36034,928,1392.0,0.0,0.0,0.01,1392.01,0,0,"0     0"
"QKRI","1","","2017-07-29","41E","2017-07-01","0",44746,0,0.0,0.0,0.0,0.01,0.01,0,0,"0     0"
"L80C","1","","2017-07-20","41E","2017-07-01","0",53503,740,2146.0,298.0,0.0,0.01,2444.01,0,0,"0     0"
"QKRT","1","","2017-07-25","41E","2017-07-01","0",27668,1960,3998.4,0.0,0.0,0.01,3998.41,0,0,"0     0"
"L80M","1","","2017-07-24","41E","2017-07-01","0",25020,813,2357.7,0.0,24.0,150.0,2531.7,0,0,"0     0"
"KUTO","1","","2017-07-31","41E","2017-07-01","0",13510,1210,3448.5,0.0,0.0,0.01,3448.51,0,0,"0     0"
"KUU4","1","","2017-07-25","41E","2017-07-01","0",1212,855,2137.5,0.0,0.0,500.0,2637.5,0,0,"0     0"
"L81Q","1","реактивная + банк","2017-07-31","41E","2017-07-01","0",25643,864,1667.52,0.0,32.5,0.01,1700.03,0,0,"0     0"
"LE4Q","1","","2017-07-31","41E","2017-07-01","0",15877,790,2172.5,265.0,0.0,0.01,2437.51,0,0,"0     0"
"L82H","1","","2017-07-22","41E","2017-07-01","0",34556,990,2376.0,0.0,0.0,0.01,2376.01,0,0,"0     0"
"L82K","1","","2017-07-27","41E","2017-07-01","0",67510,606,2060.4,0.0,0.0,0.01,2060.41,0,0,"0     0"
"LE5E","1","","2017-07-25","41E","2017-07-01","0",43230,547,1212.15,0.0,11.0,0.01,1223.16,0,0,"0     0"
"L82W","1","","2017-07-25","41E","2017-07-01","0",36703,877,3109.84,0.0,0.0,0.01,3109.85,0,0,"0     0"
"L832","1","","2017-07-25","41E","2017-07-01","0",9418,1413,4917.24,0.0,0.0,0.01,4917.25,0,0,"0     0"
"L83I","1","","2017-07-20","41E","2017-07-01","0",15151,500,1500.0,0.0,0.0,0.1,1500.1,0,0,"0     0"
"MH09","1","","2017-07-21","41E","2017-07-01","0",25982,1258,2830.5,151.0,0.0,0.01,2981.51,0,0,"0     0"
"L885","1","","2017-07-27","41E","2017-07-01","0",42443,999,2737.26,0.0,617.0,0.01,3354.27,0,0,"0     0"
"LTGJ","1","","2017-07-20","41E","2017-07-01","0",52369,606,1261.69,0.0,0.0,0.01,1261.7,0,0,"0     0"
"LTGK","1","","2017-07-20","41E","2017-07-01","0",5132,1900,3762.0,397.0,0.0,0.01,4159.01,0,0,"0     0"
"LTGL","1","","2017-07-20","41E","2017-07-01","0",16962,910,1894.62,0.0,0.0,0.01,1894.63,0,0,"0     0"
"LTGN","1","","2017-07-20","41E","2017-07-01","0",7191,1960,3880.8,409.0,0.0,0.01,4289.81,0,0,"0     0"
"LTGO","1","","2017-07-20","41E","2017-07-01","0",34181,1046,2071.08,0.0,0.0,0.01,2071.09,0,0,"0     0"
"LTGP","1","","2017-07-20","41E","2017-07-01","0",39685,1110,2131.2,21.0,0.0,0.01,2152.21,0,0,"0     0"
"QL2O","1","","2017-07-24","41E","2017-07-01","0",23887,1162,2788.8,0.0,116.0,0.01,2904.81,0,0,"0     0"
"LE7O","1","","2017-07-23","41E","2017-07-01","0",9675,845,1656.2,0.0,0.0,1500.0,3156.2,0,0,"0     0"
"LTH4","1","","2017-07-20","41E","2017-07-01","0",39589,1209,2418.0,0.0,0.0,0.01,2418.01,0,0,"0     0"
"L1VI","1","","2017-07-31","41E","2017-07-01","0",2839,961,1996.96,0.0,0.0,0.01,1996.97,0,0,"0     0"
"L1VJ","1","","2017-07-31","41E","2017-07-01","0",74409,697,1411.43,0.0,0.0,0.01,1411.44,0,0,"0     0"
"L1VL","1","","2017-07-31","41E","2017-07-01","0",22636,1061,3289.1,0.0,0.0,0.01,3289.11,0,0,"0     0"
"L1VM","1","","2017-07-31","41E","2017-07-01","0",31916,1129,2258.0,0.0,0.0,0.01,2258.01,0,0,"0     0"
"L1VO","1","","2017-07-31","41E","2017-07-01","0",68869,948,1966.15,0.0,64.0,0.1,2030.25,0,0,"0     0"
"L1VQ","1","","2017-07-31","41E","2017-07-01","0",44749,1076,2270.36,0.0,0.0,0.01,2270.37,0,0,"0     0"
"L1V6","1","","2017-07-31","41E","2017-07-01","0",16483,1014,2129.4,96.6,0.0,0.01,2226.01,0,0,"0     0"
"L22J","1","","2017-07-27","41E","2017-07-01","0",33355,777,1841.49,0.0,0.0,500.0,2341.49,0,0,"0     0"
"L22U","1","","2017-07-31","41E","2017-07-01","0",5592,692,1730.0,0.0,0.0,500.0,2230.0,0,0,"0     0"
"L231","1","","2017-07-24","41E","2017-07-01","0",79566,694,1422.7,0.0,0.0,0.01,1422.71,0,0,"0     0"
"KWMP","1","","2017-07-29","41E","2017-07-01","0",37372,1018,1954.56,804.0,20.0,0.01,2778.57,0,0,"0     0"
"KWMR","1","","2017-07-31","41E","2017-07-01","0",46066,1846,3728.92,0.0,0.0,0.01,3728.93,0,0,"0     0"
"KWMS","1","","2017-07-25","41E","2017-07-01","0",11170,1109,2256.82,0.0,46.0,0.01,2302.83,0,0,"0     0"
"KWMV","1","","2017-07-31","41E","2017-07-01","0",5400,1099,2340.87,0.0,0.0,0.01,2340.88,0,0,"0     0"
"MI6G","1","ЗАЛОГ 2400 грн","2017-07-27","41E","2017-07-01","0",33593,1034,2481.6,0.0,0.0,500.0,2981.6,0,0,"0     0"
"U0ZZ","1","","2017-07-31","41E","2017-07-01","0",27380,0,0.0,0.0,0.0,0.01,0.01,0,0,"0     0"
"MNA1","1","","2017-07-21","41E","2017-07-01","0",29490,1281,3330.6,0.0,0.0,0.01,3330.61,0,0,"0     0"
"MOXE","1","","2017-07-24","41E","2017-07-01","0",56930,713,1426.0,0.0,0.0,0.01,1426.01,0,0,"0     0"
"LOP4","1","","2017-07-27","41E","2017-07-01","0",16229,663,1326.0,0.0,0.0,500.0,1826.0,0,0,"0     0"
"SZWY","1","","2017-07-31","41E","2017-07-01","0",20069,735,1741.95,0.0,0.0,0.01,1741.96,0,0,"0     0"
"L7PE","1","","2017-07-23","41E","2017-07-01","0",19709,947,2272.8,0.0,0.0,0.01,2272.81,0,0,"0     0"
"M626","1","+5%","2017-07-21","41E","2017-07-01","0",24641,1112,2668.8,43.2,136.0,0.01,2848.01,0,0,"0     0"
"M62A","1","","2017-07-21","41E","2017-07-01","0",56002,1346,3028.5,0.0,0.0,0.01,3028.51,0,0,"0     0"
"M62E","1","","2017-07-21","41E","2017-07-01","0",32383,836,1881.0,0.0,0.0,0.01,1881.01,0,0,"0     0"
"M62H","1","","2017-07-30","41E","2017-07-01","0",21439,964,2506.4,0.0,0.0,0.01,2506.41,0,0,"0     0"
"LE3H","1","","2017-08-30","41E","2017-08-01","0",47163,1217,2335.3,0.0,1522.0,0.01,3857.31,0,0,"0     0"
"MH05","1","","2017-08-31","41E","2017-08-01","0",6313,721,1802.5,0.0,0.0,500.0,2302.5,0,0,"0     0"
"M62F","1","","2017-08-23","41E","2017-08-01","0",33403,1020,2295.0,0.0,0.0,0.01,2295.01,0,0,"0     0"
"MN76","1","","2017-08-15","41E","2017-07-01","0",7167,1040,2964.0,0.0,0.0,0.01,2964.01,0,0,"0     0"
"LT95","1","","2017-08-10","41E","2017-07-01","0",30246,1026,1949.4,0.0,39.59,0.01,1989.0,0,0,"0     0"
"LT9B","1","","2017-08-10","41E","2017-07-01","0",32721,1047,1989.3,0.0,0.0,0.01,1989.31,0,0,"0     0"
"LT9N","1","","2017-08-10","41E","2017-07-01","0",31321,1336,2538.4,0.0,0.0,0.01,2538.41,0,0,"0     0"
"L81X","1","","2017-08-05","41E","2017-07-01","0",12487,911,2186.4,0.0,0.0,0.01,2186.41,0,0,"0     0"
"LFAE","1","","2017-08-05","41E","2017-07-01","0",28801,824,2060.0,0.0,0.0,0.01,2060.01,0,0,"0     0"
"L83F","1","","2017-08-10","41E","2017-07-01","0",6457,1337,3075.1,0.0,134.0,0.01,3209.11,0,0,"0     0"
"LFAG","1","","2017-08-05","41E","2017-07-01","0",22040,1059,2647.5,0.0,0.0,0.01,2647.51,0,0,"0     0"
"LFAH","1","","2017-08-05","41E","2017-07-01","0",48377,894,1966.8,0.0,3.0,0.01,1969.81,0,0,"0     0"
"LFAI","1","","2017-08-05","41E","2017-07-01","0",40494,1110,2775.0,0.0,0.0,0.01,2775.01,0,0,"0     0"
"LFBZ","1","","2017-08-05","41E","2017-07-01","0",37173,1039,2597.5,0.0,2.5,0.01,2600.01,0,0,"0     0"
"LFC0","1","","2017-08-05","41E","2017-07-01","0",9214,662,1456.4,0.0,3.6,0.01,1460.01,0,0,"0     0"
"LOOO","1","","2017-08-15","41E","2017-07-01","0",42009,1496,4338.4,0.0,0.0,0.01,4338.41,0,0,"0     0"
"MI6Q","1","","2017-08-10","41E","2017-07-01","0",4360,737,1547.7,189.0,0.0,1000.0,2736.7,0,0,"0     0"
"LOP0","1","","2017-08-14","41E","2017-07-01","0",8944,929,2285.34,0.0,0.0,0.01,2285.35,0,0,"0     0"
"L7P6","1","","2017-08-10","41E","2017-07-01","0",34447,1083,2046.87,127.0,0.0,0.01,2173.88,0,0,"0     0"
"L7P9","1","","2017-08-10","41E","2017-07-01","0",49719,1138,2150.82,0.0,0.0,0.01,2150.83,0,0,"0     0"
"L7PA","1","","2017-08-10","41E","2017-07-01","0",15530,1282,3653.7,0.0,0.0,150.0,3803.7,0,0,"0     0"
"LFC8","1","","2017-08-23","41E","2017-08-01","0",26033,1013,2937.7,30.0,0.0,150.0,3117.7,0,0,"0     0"
"LOOQ","1","","2017-08-18","41E","2017-08-01","0",16181,1030,3090.0,57.0,0.0,0.1,3147.1,0,0,"0     0"
"M627","1","+5%","2017-08-24","41E","2017-08-01","0",25841,1200,2880.0,52.8,147.0,0.01,3079.81,0,0,"0     0"
"O7AD","1","","2017-08-31","41E","2017-08-01","0",23797,1161,3599.1,0.0,0.0,0.01,3599.11,0,0,"0     0"
"QKRK","1","","2017-08-30","41E","2017-08-01","0",46050,1301,2745.11,0.0,0.0,0.01,2745.12,0,0,"0     0"
"QKRX","1","разница в тарифах","2017-08-25","41E","2017-08-01","0",28895,1227,2601.24,0.0,59.0,0.01,2660.25,0,0,"0     0"
"MGZW","1","","2017-08-25","41E","2017-08-01","0",2342,1130,2825.0,0.0,0.0,600.0,3425.0,0,0,"0     0"
